account_id,customer_id,account_type,currency_code,balance,opened_date,status
152,332,checking,EUR,0,"2022-11-21 00:00:00",active
153,332,investment,EUR,0,"2021-09-12 00:00:00",active
154,332,savings,GBP,0,"2023-05-17 00:00:00",active
155,333,investment,INR,0,"2024-03-18 00:00:00",active
156,333,savings,INR,0,"2021-07-19 00:00:00",active
157,333,checking,EUR,0,"2024-11-13 00:00:00",active
158,334,checking,GBP,0,"2021-05-11 00:00:00",active
159,334,loan,EUR,0,"2024-07-10 00:00:00",active
160,334,savings,GBP,0,"2021-03-20 00:00:00",active
161,335,savings,GBP,0,"2025-06-14 00:00:00",active
162,335,loan,GBP,0,"2025-02-23 00:00:00",active
163,336,loan,USD,0,"2020-10-15 00:00:00",active
164,336,savings,EUR,0,"2024-07-23 00:00:00",active
165,337,savings,EUR,0,"2021-09-08 00:00:00",active
166,338,investment,EUR,0,"2024-01-25 00:00:00",active
167,339,checking,EUR,0,"2021-09-04 00:00:00",active
168,339,checking,USD,0,"2024-10-23 00:00:00",active
169,339,checking,USD,0,"2024-12-03 00:00:00",active
170,340,investment,INR,0,"2023-01-20 00:00:00",active
171,340,loan,INR,0,"2024-05-03 00:00:00",active
172,340,savings,USD,0,"2023-09-27 00:00:00",active
173,341,savings,EUR,0,"2022-08-08 00:00:00",active
174,341,savings,GBP,0,"2022-07-28 00:00:00",active
175,341,savings,USD,0,"2024-08-25 00:00:00",active
176,342,checking,GBP,0,"2023-05-18 00:00:00",active
177,342,checking,INR,0,"2025-07-28 00:00:00",active
178,343,checking,GBP,0,"2021-05-25 00:00:00",active
179,344,loan,EUR,0,"2025-03-14 00:00:00",active
180,345,investment,EUR,0,"2021-01-09 00:00:00",active
181,345,savings,USD,0,"2021-08-14 00:00:00",active
182,346,investment,GBP,0,"2022-08-29 00:00:00",active
183,347,loan,USD,0,"2020-11-02 00:00:00",active
184,347,loan,INR,0,"2021-09-20 00:00:00",active
185,347,checking,EUR,0,"2023-12-04 00:00:00",active
186,348,loan,INR,0,"2023-06-15 00:00:00",active
187,349,savings,INR,0,"2020-10-22 00:00:00",active
188,349,checking,USD,0,"2022-01-23 00:00:00",active
189,350,savings,EUR,0,"2023-01-01 00:00:00",active
190,350,loan,USD,0,"2024-12-08 00:00:00",active
191,350,checking,USD,0,"2022-03-20 00:00:00",active
192,351,checking,EUR,0,"2021-07-15 00:00:00",active
193,351,savings,USD,0,"2021-04-23 00:00:00",active
194,352,checking,EUR,0,"2021-03-04 00:00:00",active
195,352,savings,INR,0,"2021-11-26 00:00:00",active
196,352,loan,EUR,0,"2023-05-14 00:00:00",active
197,353,investment,EUR,0,"2022-02-22 00:00:00",active
198,354,savings,GBP,0,"2021-12-03 00:00:00",active
199,355,loan,EUR,0,"2022-09-15 00:00:00",active
200,355,checking,GBP,0,"2023-04-19 00:00:00",active
201,356,investment,INR,0,"2021-08-07 00:00:00",active
202,356,loan,USD,0,"2025-05-26 00:00:00",active
203,357,savings,USD,0,"2024-04-04 00:00:00",active
204,357,checking,INR,0,"2023-05-01 00:00:00",active
205,357,investment,USD,0,"2020-09-20 00:00:00",active
206,358,investment,INR,0,"2022-07-25 00:00:00",active
207,358,checking,GBP,0,"2023-08-15 00:00:00",active
208,359,checking,EUR,0,"2025-07-21 00:00:00",active
209,360,loan,EUR,0,"2024-01-13 00:00:00",active
210,360,loan,INR,0,"2024-06-10 00:00:00",active
211,361,checking,GBP,0,"2024-12-02 00:00:00",active
212,361,checking,EUR,0,"2021-10-27 00:00:00",active
213,362,loan,EUR,0,"2023-09-09 00:00:00",active
214,362,savings,GBP,0,"2024-03-18 00:00:00",active
215,363,investment,INR,0,"2021-09-02 00:00:00",active
216,363,investment,GBP,0,"2021-09-06 00:00:00",active
217,363,savings,USD,0,"2023-02-11 00:00:00",active
218,364,savings,INR,0,"2025-03-19 00:00:00",active
219,365,checking,GBP,0,"2021-10-17 00:00:00",active
220,365,savings,EUR,0,"2021-03-23 00:00:00",active
221,365,loan,USD,0,"2023-08-16 00:00:00",active
222,366,savings,GBP,0,"2022-05-08 00:00:00",active
223,367,checking,EUR,0,"2022-12-03 00:00:00",active
224,367,checking,EUR,0,"2022-03-14 00:00:00",active
225,368,investment,INR,0,"2024-07-14 00:00:00",active
226,368,loan,USD,0,"2023-11-01 00:00:00",active
227,368,checking,USD,0,"2025-01-27 00:00:00",active
228,369,loan,INR,0,"2022-08-16 00:00:00",active
229,370,loan,INR,0,"2025-05-22 00:00:00",active
230,370,savings,GBP,0,"2021-05-18 00:00:00",active
231,370,loan,INR,0,"2021-03-12 00:00:00",active
232,371,loan,USD,0,"2024-02-08 00:00:00",active
233,371,checking,GBP,0,"2025-02-28 00:00:00",active
234,371,savings,INR,0,"2021-10-11 00:00:00",active
235,372,checking,EUR,0,"2021-09-27 00:00:00",active
236,372,savings,EUR,0,"2024-08-14 00:00:00",active
237,373,loan,INR,0,"2024-11-02 00:00:00",active
238,374,investment,INR,0,"2021-03-13 00:00:00",active
239,374,savings,USD,0,"2020-10-24 00:00:00",active
240,374,loan,USD,0,"2022-08-18 00:00:00",active
241,375,savings,USD,0,"2022-09-30 00:00:00",active
242,375,loan,GBP,0,"2023-03-28 00:00:00",active
243,375,investment,GBP,0,"2022-10-19 00:00:00",active
244,376,checking,INR,0,"2024-12-22 00:00:00",active
245,376,savings,GBP,0,"2024-03-29 00:00:00",active
246,377,loan,EUR,0,"2025-06-30 00:00:00",active
247,378,loan,EUR,0,"2022-11-29 00:00:00",active
248,378,loan,INR,0,"2024-04-25 00:00:00",active
249,379,checking,USD,0,"2023-06-02 00:00:00",active
250,379,loan,USD,0,"2022-06-21 00:00:00",active
251,379,loan,USD,0,"2023-01-29 00:00:00",active
252,380,loan,GBP,0,"2022-03-22 00:00:00",active
253,380,loan,GBP,0,"2022-02-27 00:00:00",active
254,380,loan,GBP,0,"2022-06-20 00:00:00",active
255,381,investment,EUR,0,"2025-01-27 00:00:00",active
256,381,checking,USD,0,"2022-09-28 00:00:00",active
257,382,checking,INR,0,"2022-01-03 00:00:00",active
258,383,savings,GBP,0,"2022-07-18 00:00:00",active
259,383,investment,INR,0,"2023-01-05 00:00:00",active
260,384,checking,INR,0,"2023-09-23 00:00:00",active
261,384,checking,INR,0,"2021-09-16 00:00:00",active
262,385,savings,USD,0,"2024-02-08 00:00:00",active
263,385,investment,USD,0,"2022-11-13 00:00:00",active
264,386,investment,GBP,0,"2021-04-16 00:00:00",active
265,387,checking,EUR,0,"2020-10-21 00:00:00",active
266,387,loan,USD,0,"2024-08-11 00:00:00",active
267,388,loan,EUR,0,"2022-05-28 00:00:00",active
268,389,savings,GBP,0,"2023-11-19 00:00:00",active
269,390,investment,EUR,0,"2024-09-06 00:00:00",active
270,390,investment,EUR,0,"2020-11-11 00:00:00",active
271,390,loan,INR,0,"2023-07-02 00:00:00",active
272,391,savings,USD,0,"2020-09-14 00:00:00",active
273,392,investment,EUR,0,"2024-03-13 00:00:00",active
274,392,loan,GBP,0,"2022-11-28 00:00:00",active
275,392,savings,INR,0,"2024-06-09 00:00:00",active
276,393,loan,INR,0,"2023-04-29 00:00:00",active
277,393,checking,USD,0,"2025-03-02 00:00:00",active
278,393,checking,USD,0,"2023-09-06 00:00:00",active
279,394,loan,INR,0,"2024-07-11 00:00:00",active
280,394,checking,EUR,0,"2022-04-14 00:00:00",active
281,394,checking,INR,0,"2023-06-02 00:00:00",active
282,395,investment,GBP,0,"2025-07-15 00:00:00",active
283,395,investment,USD,0,"2021-12-22 00:00:00",active
284,395,investment,EUR,0,"2023-12-26 00:00:00",active
285,396,investment,EUR,0,"2023-11-30 00:00:00",active
286,397,loan,EUR,0,"2021-08-22 00:00:00",active
287,398,savings,INR,0,"2021-12-12 00:00:00",active
288,398,savings,INR,0,"2023-03-20 00:00:00",active
289,399,checking,INR,0,"2022-11-25 00:00:00",active
290,399,savings,INR,0,"2021-11-06 00:00:00",active
291,399,checking,EUR,0,"2022-04-10 00:00:00",active
292,400,loan,INR,0,"2022-12-09 00:00:00",active
293,400,loan,USD,0,"2024-07-29 00:00:00",active
294,400,investment,EUR,0,"2021-03-27 00:00:00",active
295,401,savings,USD,0,"2024-01-27 00:00:00",active
296,401,investment,EUR,0,"2023-04-29 00:00:00",active
297,402,checking,USD,0,"2023-01-02 00:00:00",active
298,402,savings,GBP,0,"2024-05-27 00:00:00",active
299,402,investment,GBP,0,"2023-10-31 00:00:00",active
300,403,savings,USD,0,"2022-02-12 00:00:00",active
301,403,savings,EUR,0,"2020-09-04 00:00:00",active
302,404,checking,EUR,0,"2022-11-06 00:00:00",active
303,404,loan,EUR,0,"2023-04-08 00:00:00",active
304,405,savings,GBP,0,"2023-09-27 00:00:00",active
305,405,investment,USD,0,"2023-09-08 00:00:00",active
306,405,savings,EUR,0,"2021-06-15 00:00:00",active
307,406,investment,USD,0,"2021-10-31 00:00:00",active
308,407,savings,USD,0,"2023-01-12 00:00:00",active
309,407,loan,EUR,0,"2024-03-06 00:00:00",active
310,408,loan,EUR,0,"2023-06-19 00:00:00",active
311,408,checking,INR,0,"2021-07-15 00:00:00",active
312,409,investment,USD,0,"2023-10-08 00:00:00",active
313,410,investment,EUR,0,"2025-07-21 00:00:00",active
314,410,loan,USD,0,"2023-11-21 00:00:00",active
315,410,investment,INR,0,"2021-08-21 00:00:00",active
316,411,loan,EUR,0,"2025-01-04 00:00:00",active
317,411,checking,EUR,0,"2023-12-03 00:00:00",active
318,412,loan,GBP,0,"2021-05-20 00:00:00",active
319,412,checking,GBP,0,"2023-02-13 00:00:00",active
320,412,investment,EUR,0,"2023-11-16 00:00:00",active
321,413,savings,USD,0,"2020-10-31 00:00:00",active
322,413,checking,EUR,0,"2025-05-03 00:00:00",active
323,414,loan,GBP,0,"2023-07-21 00:00:00",active
324,415,loan,EUR,0,"2021-12-16 00:00:00",active
325,415,checking,INR,0,"2021-12-20 00:00:00",active
326,416,loan,GBP,0,"2020-12-01 00:00:00",active
327,416,checking,USD,0,"2025-01-15 00:00:00",active
328,417,checking,INR,0,"2020-12-23 00:00:00",active
329,417,loan,GBP,0,"2021-06-18 00:00:00",active
330,417,savings,USD,0,"2021-12-30 00:00:00",active
331,418,savings,EUR,0,"2022-01-15 00:00:00",active
332,418,checking,GBP,0,"2020-11-02 00:00:00",active
333,419,checking,USD,0,"2024-07-26 00:00:00",active
334,420,investment,USD,0,"2025-06-18 00:00:00",active
335,420,investment,GBP,0,"2023-04-21 00:00:00",active
336,421,checking,USD,0,"2023-06-29 00:00:00",active
337,422,loan,EUR,0,"2022-03-11 00:00:00",active
338,422,savings,USD,0,"2025-06-20 00:00:00",active
339,423,checking,EUR,0,"2021-04-09 00:00:00",active
340,423,checking,USD,0,"2024-08-06 00:00:00",active
341,424,loan,INR,0,"2021-11-19 00:00:00",active
342,424,investment,GBP,0,"2024-01-10 00:00:00",active
343,425,investment,EUR,0,"2023-07-04 00:00:00",active
344,425,checking,INR,0,"2022-09-13 00:00:00",active
345,425,savings,GBP,0,"2021-06-12 00:00:00",active
346,426,savings,INR,0,"2021-03-14 00:00:00",active
347,426,checking,INR,0,"2023-07-30 00:00:00",active
348,426,savings,EUR,0,"2025-02-16 00:00:00",active
349,427,loan,USD,0,"2024-07-14 00:00:00",active
350,428,investment,GBP,0,"2020-08-28 00:00:00",active
351,428,savings,INR,0,"2023-05-05 00:00:00",active
352,429,savings,GBP,0,"2020-12-29 00:00:00",active
353,429,savings,GBP,0,"2021-05-12 00:00:00",active
354,430,checking,EUR,0,"2023-05-12 00:00:00",active
355,431,investment,GBP,0,"2023-07-08 00:00:00",active
356,431,checking,EUR,0,"2023-02-23 00:00:00",active
357,432,savings,GBP,0,"2024-09-23 00:00:00",active
358,432,loan,GBP,0,"2024-05-23 00:00:00",active
359,433,savings,EUR,0,"2023-06-29 00:00:00",active
360,434,savings,INR,0,"2020-08-29 00:00:00",active
361,434,investment,GBP,0,"2021-08-13 00:00:00",active
362,434,investment,GBP,0,"2022-02-24 00:00:00",active
363,435,loan,GBP,0,"2022-12-19 00:00:00",active
364,435,checking,USD,0,"2024-12-20 00:00:00",active
365,436,investment,GBP,0,"2023-09-03 00:00:00",active
366,436,loan,INR,0,"2021-03-16 00:00:00",active
367,436,loan,EUR,0,"2023-07-30 00:00:00",active
368,437,savings,USD,0,"2025-07-12 00:00:00",active
369,438,loan,EUR,0,"2023-01-20 00:00:00",active
370,438,savings,EUR,0,"2023-02-22 00:00:00",active
371,438,savings,EUR,0,"2020-09-17 00:00:00",active
372,439,loan,GBP,0,"2025-03-07 00:00:00",active
373,439,checking,EUR,0,"2024-09-10 00:00:00",active
374,440,checking,EUR,0,"2024-01-09 00:00:00",active
375,440,loan,GBP,0,"2022-04-13 00:00:00",active
376,441,investment,EUR,0,"2025-02-04 00:00:00",active
377,441,savings,INR,0,"2023-05-27 00:00:00",active
378,442,savings,INR,0,"2023-02-12 00:00:00",active
379,442,loan,USD,0,"2022-02-05 00:00:00",active
380,443,loan,GBP,0,"2022-05-22 00:00:00",active
381,444,checking,EUR,0,"2025-02-27 00:00:00",active
382,444,investment,INR,0,"2023-02-07 00:00:00",active
383,445,investment,INR,0,"2024-09-25 00:00:00",active
384,446,checking,USD,0,"2025-02-26 00:00:00",active
385,446,loan,INR,0,"2023-12-02 00:00:00",active
386,447,investment,INR,0,"2024-07-03 00:00:00",active
387,447,loan,GBP,0,"2025-02-14 00:00:00",active
388,448,loan,INR,0,"2023-06-01 00:00:00",active
389,449,checking,USD,0,"2020-08-07 00:00:00",active
390,450,investment,EUR,0,"2021-10-21 00:00:00",active
391,451,savings,GBP,0,"2021-10-12 00:00:00",active
392,451,savings,INR,0,"2023-10-15 00:00:00",active
393,451,investment,INR,0,"2024-05-03 00:00:00",active
394,452,loan,GBP,0,"2023-11-27 00:00:00",active
395,452,checking,EUR,0,"2022-08-22 00:00:00",active
396,453,checking,INR,0,"2022-12-14 00:00:00",active
397,453,investment,GBP,0,"2022-12-26 00:00:00",active
398,453,checking,INR,0,"2025-05-01 00:00:00",active
399,454,savings,GBP,0,"2021-01-29 00:00:00",active
400,455,savings,EUR,0,"2021-12-14 00:00:00",active
401,456,loan,EUR,0,"2021-12-18 00:00:00",active
402,456,loan,GBP,0,"2023-10-15 00:00:00",active
403,457,investment,EUR,0,"2023-01-20 00:00:00",active
404,457,loan,INR,0,"2024-12-09 00:00:00",active
405,457,loan,GBP,0,"2020-09-27 00:00:00",active
406,458,savings,INR,0,"2023-05-03 00:00:00",active
407,458,investment,GBP,0,"2020-11-11 00:00:00",active
408,458,checking,GBP,0,"2023-10-29 00:00:00",active
409,459,investment,EUR,0,"2025-05-04 00:00:00",active
410,459,loan,EUR,0,"2022-05-27 00:00:00",active
411,459,investment,GBP,0,"2022-12-30 00:00:00",active
412,460,savings,EUR,0,"2021-06-01 00:00:00",active
413,460,savings,EUR,0,"2025-02-14 00:00:00",active
414,461,savings,INR,0,"2024-03-08 00:00:00",active
415,461,checking,USD,0,"2022-06-17 00:00:00",active
416,461,investment,INR,0,"2021-03-21 00:00:00",active
417,462,investment,INR,0,"2024-08-08 00:00:00",active
418,463,loan,EUR,0,"2022-11-25 00:00:00",active
419,463,savings,EUR,0,"2022-11-28 00:00:00",active
420,463,investment,EUR,0,"2022-06-18 00:00:00",active
421,464,savings,INR,0,"2023-09-02 00:00:00",active
422,464,investment,GBP,0,"2021-03-30 00:00:00",active
423,465,loan,GBP,0,"2024-01-09 00:00:00",active
424,466,loan,GBP,0,"2023-12-18 00:00:00",active
425,466,loan,INR,0,"2020-08-17 00:00:00",active
426,466,loan,GBP,0,"2020-09-29 00:00:00",active
427,467,investment,EUR,0,"2023-09-19 00:00:00",active
428,468,savings,INR,0,"2024-08-10 00:00:00",active
429,468,investment,GBP,0,"2024-03-07 00:00:00",active
430,468,savings,GBP,0,"2022-06-22 00:00:00",active
431,469,checking,INR,0,"2024-08-14 00:00:00",active
432,470,investment,GBP,0,"2024-09-17 00:00:00",active
433,470,investment,INR,0,"2024-07-28 00:00:00",active
434,470,checking,GBP,0,"2022-10-27 00:00:00",active
435,471,loan,INR,0,"2025-06-06 00:00:00",active
436,471,investment,USD,0,"2024-07-28 00:00:00",active
437,472,investment,GBP,0,"2025-07-19 00:00:00",active
438,472,investment,GBP,0,"2024-07-27 00:00:00",active
439,473,checking,INR,0,"2022-03-05 00:00:00",active
440,473,checking,USD,0,"2023-03-17 00:00:00",active
441,474,investment,GBP,0,"2022-03-12 00:00:00",active
442,475,savings,USD,0,"2024-04-28 00:00:00",active
443,476,checking,INR,0,"2021-12-01 00:00:00",active
444,476,loan,EUR,0,"2024-05-04 00:00:00",active
445,477,savings,USD,0,"2020-11-29 00:00:00",active
446,477,checking,INR,0,"2020-09-04 00:00:00",active
447,477,checking,INR,0,"2021-05-21 00:00:00",active
448,478,checking,EUR,0,"2024-05-18 00:00:00",active
449,478,savings,INR,0,"2023-11-08 00:00:00",active
450,478,investment,USD,0,"2023-05-05 00:00:00",active
451,479,checking,USD,0,"2022-11-25 00:00:00",active
452,479,loan,GBP,0,"2023-01-21 00:00:00",active
453,480,investment,INR,0,"2023-10-14 00:00:00",active
454,480,loan,EUR,0,"2023-12-02 00:00:00",active
455,481,loan,USD,0,"2024-02-09 00:00:00",active
456,482,savings,INR,0,"2024-01-27 00:00:00",active
457,482,savings,GBP,0,"2021-03-08 00:00:00",active
458,482,checking,INR,0,"2022-03-31 00:00:00",active
459,483,checking,USD,0,"2021-02-03 00:00:00",active
460,484,loan,GBP,0,"2020-10-05 00:00:00",active
461,485,loan,USD,0,"2021-08-18 00:00:00",active
462,486,investment,USD,0,"2024-07-31 00:00:00",active
463,487,savings,USD,0,"2022-01-14 00:00:00",active
464,488,savings,INR,0,"2020-09-25 00:00:00",active
465,488,loan,EUR,0,"2023-07-01 00:00:00",active
466,488,investment,EUR,0,"2022-02-15 00:00:00",active
467,489,savings,USD,0,"2022-01-02 00:00:00",active
468,489,savings,INR,0,"2025-04-24 00:00:00",active
469,490,checking,GBP,0,"2023-05-12 00:00:00",active
470,490,savings,EUR,0,"2023-08-29 00:00:00",active
471,491,loan,GBP,0,"2024-04-11 00:00:00",active
472,491,loan,USD,0,"2023-04-25 00:00:00",active
473,492,checking,EUR,0,"2024-05-13 00:00:00",active
474,492,checking,USD,0,"2024-12-27 00:00:00",active
475,493,savings,GBP,0,"2022-05-21 00:00:00",active
476,494,savings,EUR,0,"2024-08-28 00:00:00",active
477,494,investment,INR,0,"2023-12-06 00:00:00",active
478,494,loan,INR,0,"2023-02-21 00:00:00",active
479,495,loan,INR,0,"2024-05-16 00:00:00",active
480,495,investment,GBP,0,"2023-08-17 00:00:00",active
481,495,loan,EUR,0,"2020-09-12 00:00:00",active
482,496,investment,USD,0,"2023-05-27 00:00:00",active
483,497,checking,EUR,0,"2023-10-13 00:00:00",active
484,497,checking,INR,0,"2021-03-27 00:00:00",active
485,498,savings,INR,0,"2020-10-05 00:00:00",active
486,498,loan,INR,0,"2024-12-14 00:00:00",active
487,498,checking,USD,0,"2023-08-28 00:00:00",active
488,499,loan,GBP,0,"2022-08-09 00:00:00",active
489,500,savings,GBP,0,"2025-07-11 00:00:00",active
