transaction_id,account_id,type,amount,currency_code,related_account_id,timestamp,description
29,2,deposit,2158.22,GBP,NULL,"2021-08-04 20:42:40","Auto-generated deposit"
30,2,exchange,383.58,GBP,NULL,"2021-10-12 01:08:04","Auto-generated exchange"
31,2,payment,-393.43,GBP,NULL,"2024-09-02 23:18:45","Auto-generated payment"
32,2,withdrawal,-835.80,GBP,NULL,"2025-02-01 08:13:26","Auto-generated withdrawal"
33,2,deposit,1982.28,GBP,NULL,"2024-01-26 22:26:48","Auto-generated deposit"
34,2,payment,-419.52,GBP,NULL,"2022-04-25 00:49:09","Auto-generated payment"
35,2,payment,-286.83,GBP,NULL,"2022-07-22 06:20:39","Auto-generated payment"
36,2,exchange,-88.51,GBP,NULL,"2021-10-23 19:48:02","Auto-generated exchange"
37,3,deposit,1120.64,INR,NULL,"2021-05-27 00:59:31","Auto-generated deposit"
38,3,deposit,825.01,INR,NULL,"2024-03-14 07:10:27","Auto-generated deposit"
39,3,deposit,2456.93,INR,NULL,"2021-08-24 12:24:40","Auto-generated deposit"
40,3,withdrawal,-190.08,INR,NULL,"2023-01-04 13:25:18","Auto-generated withdrawal"
41,3,withdrawal,-757.41,INR,NULL,"2023-03-29 04:10:01","Auto-generated withdrawal"
42,3,withdrawal,-525.44,INR,NULL,"2025-04-21 17:24:55","Auto-generated withdrawal"
43,3,deposit,2767.43,INR,NULL,"2023-06-27 05:43:41","Auto-generated deposit"
44,3,deposit,657.82,INR,NULL,"2022-09-11 08:31:26","Auto-generated deposit"
45,3,payment,-748.55,INR,NULL,"2023-01-19 23:22:46","Auto-generated payment"
46,3,payment,-467.58,INR,NULL,"2022-11-18 06:00:27","Auto-generated payment"
47,3,deposit,538.91,INR,NULL,"2023-08-08 13:52:39","Auto-generated deposit"
48,3,payment,-681.61,INR,NULL,"2023-04-05 20:13:37","Auto-generated payment"
49,3,withdrawal,-808.46,INR,NULL,"2022-04-10 09:56:28","Auto-generated withdrawal"
50,3,transfer,-1181.19,INR,417,"2025-02-12 22:14:44","Auto-generated transfer"
51,417,transfer,1181.19,INR,3,"2025-02-12 22:14:49","Auto-generated transfer"
52,3,exchange,677.19,INR,NULL,"2024-12-22 21:31:21","Auto-generated exchange"
53,3,withdrawal,-738.96,INR,NULL,"2023-11-11 15:55:14","Auto-generated withdrawal"
54,3,withdrawal,-265.85,INR,NULL,"2023-03-17 11:59:46","Auto-generated withdrawal"
55,3,withdrawal,-130.34,INR,NULL,"2025-04-03 11:39:52","Auto-generated withdrawal"
56,4,deposit,3211.82,USD,NULL,"2020-10-10 02:07:00","Auto-generated deposit"
57,4,withdrawal,-61.96,USD,NULL,"2023-06-16 11:13:48","Auto-generated withdrawal"
58,4,deposit,727.17,USD,NULL,"2023-10-15 15:04:26","Auto-generated deposit"
59,4,payment,-29.63,USD,NULL,"2022-09-21 20:10:38","Auto-generated payment"
60,4,withdrawal,-354.48,USD,NULL,"2022-08-20 02:52:34","Auto-generated withdrawal"
61,4,exchange,-763.69,USD,NULL,"2021-10-17 09:46:40","Auto-generated exchange"
62,4,withdrawal,-714.33,USD,NULL,"2023-08-12 17:35:52","Auto-generated withdrawal"
63,4,withdrawal,-595.06,USD,NULL,"2025-04-28 16:28:01","Auto-generated withdrawal"
64,4,deposit,1818.34,USD,NULL,"2023-12-10 03:45:54","Auto-generated deposit"
65,4,payment,-784.71,USD,NULL,"2022-06-22 13:41:58","Auto-generated payment"
66,4,transfer,-51.06,USD,1486,"2025-07-31 17:06:54","Auto-generated transfer"
67,1486,transfer,51.06,USD,4,"2025-07-31 17:06:59","Auto-generated transfer"
68,4,payment,-591.28,USD,NULL,"2023-09-04 13:31:37","Auto-generated payment"
69,4,deposit,1375.36,USD,NULL,"2023-02-01 11:27:17","Auto-generated deposit"
70,4,deposit,2055.25,USD,NULL,"2021-09-07 11:19:10","Auto-generated deposit"
71,4,exchange,227.29,USD,NULL,"2023-08-16 20:54:16","Auto-generated exchange"
72,4,payment,-587.50,USD,NULL,"2022-06-04 14:48:37","Auto-generated payment"
73,4,withdrawal,-915.07,USD,NULL,"2022-03-06 10:15:54","Auto-generated withdrawal"
74,4,deposit,2570.80,USD,NULL,"2025-04-07 19:28:19","Auto-generated deposit"
75,4,withdrawal,-361.23,USD,NULL,"2021-10-26 18:33:02","Auto-generated withdrawal"
76,5,deposit,3851.64,USD,NULL,"2020-10-27 19:53:18","Auto-generated deposit"
77,5,payment,-384.78,USD,NULL,"2023-01-24 18:13:03","Auto-generated payment"
78,5,payment,-378.89,USD,NULL,"2024-10-03 05:30:32","Auto-generated payment"
79,5,payment,-88.14,USD,NULL,"2022-01-13 17:46:52","Auto-generated payment"
80,5,withdrawal,-217.34,USD,NULL,"2021-11-08 11:08:51","Auto-generated withdrawal"
81,5,exchange,796.96,USD,NULL,"2024-04-24 10:39:36","Auto-generated exchange"
82,5,payment,-52.62,USD,NULL,"2021-12-11 08:58:16","Auto-generated payment"
83,5,transfer,-1949.72,USD,1766,"2023-06-28 16:17:21","Auto-generated transfer"
84,1766,transfer,1949.72,USD,5,"2023-06-28 16:17:26","Auto-generated transfer"
85,5,payment,-751.95,USD,NULL,"2022-04-21 07:15:01","Auto-generated payment"
86,5,payment,-76.17,USD,NULL,"2023-03-17 22:30:30","Auto-generated payment"
87,5,withdrawal,-165.78,USD,NULL,"2022-09-27 17:10:40","Auto-generated withdrawal"
88,5,exchange,30.19,USD,NULL,"2025-07-21 10:29:11","Auto-generated exchange"
89,5,deposit,2507.13,USD,NULL,"2023-01-21 19:45:27","Auto-generated deposit"
90,5,exchange,-524.41,USD,NULL,"2021-12-27 13:08:22","Auto-generated exchange"
91,5,payment,-302.70,USD,NULL,"2023-03-27 10:20:54","Auto-generated payment"
92,5,exchange,429.76,USD,NULL,"2023-12-24 09:37:35","Auto-generated exchange"
93,6,deposit,2581.23,USD,NULL,"2021-06-24 08:17:59","Auto-generated deposit"
94,6,payment,-188.62,USD,NULL,"2021-12-07 19:08:13","Auto-generated payment"
95,6,payment,-334.71,USD,NULL,"2022-10-16 08:22:19","Auto-generated payment"
96,6,payment,-146.88,USD,NULL,"2024-05-13 19:45:23","Auto-generated payment"
97,6,payment,-992.43,USD,NULL,"2022-02-07 17:44:15","Auto-generated payment"
98,6,payment,-141.71,USD,NULL,"2025-04-11 04:14:04","Auto-generated payment"
99,6,transfer,-12.21,USD,124,"2023-11-02 18:39:19","Auto-generated transfer"
100,124,transfer,12.21,USD,6,"2023-11-02 18:39:24","Auto-generated transfer"
101,6,exchange,106.99,USD,NULL,"2024-06-20 09:01:55","Auto-generated exchange"
102,6,transfer,-359.72,USD,1517,"2025-06-24 12:00:57","Auto-generated transfer"
103,1517,transfer,359.72,USD,6,"2025-06-24 12:01:02","Auto-generated transfer"
104,6,exchange,979.97,USD,NULL,"2022-02-15 13:11:35","Auto-generated exchange"
105,6,payment,-714.36,USD,NULL,"2024-02-09 15:44:37","Auto-generated payment"
106,6,payment,-765.02,USD,NULL,"2022-10-30 01:18:09","Auto-generated payment"
107,6,payment,-12.46,USD,NULL,"2022-05-17 09:07:41","Auto-generated payment"
108,6,exchange,241.98,USD,NULL,"2022-11-20 22:16:02","Auto-generated exchange"
109,7,deposit,1138.17,GBP,NULL,"2020-11-30 05:43:00","Auto-generated deposit"
110,7,transfer,-549.56,GBP,1603,"2024-09-07 14:50:40","Auto-generated transfer"
111,1603,transfer,549.56,GBP,7,"2024-09-07 14:50:45","Auto-generated transfer"
112,7,withdrawal,-504.26,GBP,NULL,"2025-06-07 02:15:34","Auto-generated withdrawal"
113,7,withdrawal,-72.03,GBP,NULL,"2023-01-28 09:14:40","Auto-generated withdrawal"
114,7,deposit,2523.67,GBP,NULL,"2024-02-03 09:18:29","Auto-generated deposit"
115,7,payment,-675.93,GBP,NULL,"2024-11-08 23:24:19","Auto-generated payment"
116,7,exchange,-335.61,GBP,NULL,"2022-04-25 14:09:46","Auto-generated exchange"
117,7,payment,-779.91,GBP,NULL,"2022-10-30 21:41:11","Auto-generated payment"
118,7,payment,-645.69,GBP,NULL,"2025-01-05 03:48:57","Auto-generated payment"
119,7,transfer,-35.07,GBP,1410,"2025-01-13 10:49:25","Auto-generated transfer"
120,1410,transfer,35.07,GBP,7,"2025-01-13 10:49:30","Auto-generated transfer"
121,7,payment,-22.35,GBP,NULL,"2023-01-12 19:56:21","Auto-generated payment"
122,7,payment,-32.51,GBP,NULL,"2024-03-01 18:06:31","Auto-generated payment"
123,7,deposit,1769.76,GBP,NULL,"2025-07-18 00:46:33","Auto-generated deposit"
124,7,payment,-77.94,GBP,NULL,"2021-11-08 16:01:27","Auto-generated payment"
125,7,withdrawal,-726.74,GBP,NULL,"2022-08-25 10:50:51","Auto-generated withdrawal"
126,7,deposit,2471.53,GBP,NULL,"2025-02-12 17:15:44","Auto-generated deposit"
127,7,deposit,1472.81,GBP,NULL,"2024-09-08 21:16:19","Auto-generated deposit"
128,7,exchange,177.28,GBP,NULL,"2022-07-25 08:33:15","Auto-generated exchange"
129,8,deposit,3364.53,INR,NULL,"2021-07-26 22:37:19","Auto-generated deposit"
130,8,deposit,1747.99,INR,NULL,"2023-10-27 12:09:25","Auto-generated deposit"
131,8,deposit,2952.08,INR,NULL,"2023-01-06 08:43:10","Auto-generated deposit"
132,8,withdrawal,-165.44,INR,NULL,"2022-04-21 20:11:52","Auto-generated withdrawal"
133,8,payment,-997.45,INR,NULL,"2024-01-17 15:04:33","Auto-generated payment"
134,8,withdrawal,-218.96,INR,NULL,"2024-04-06 01:01:11","Auto-generated withdrawal"
135,8,payment,-643.85,INR,NULL,"2021-08-19 08:31:02","Auto-generated payment"
136,8,exchange,22.51,INR,NULL,"2025-01-02 22:07:54","Auto-generated exchange"
137,8,withdrawal,-763.12,INR,NULL,"2024-03-01 14:54:45","Auto-generated withdrawal"
138,8,withdrawal,-499.75,INR,NULL,"2024-09-18 05:21:09","Auto-generated withdrawal"
139,8,withdrawal,-880.97,INR,NULL,"2024-09-11 04:02:42","Auto-generated withdrawal"
140,9,deposit,4563.69,EUR,NULL,"2021-01-30 21:21:35","Auto-generated deposit"
141,9,payment,-727.27,EUR,NULL,"2022-09-16 20:57:04","Auto-generated payment"
142,9,withdrawal,-349.22,EUR,NULL,"2023-03-19 06:35:21","Auto-generated withdrawal"
143,9,withdrawal,-488.33,EUR,NULL,"2022-12-21 15:22:29","Auto-generated withdrawal"
144,9,withdrawal,-148.00,EUR,NULL,"2025-02-09 11:40:16","Auto-generated withdrawal"
145,9,deposit,1156.12,EUR,NULL,"2023-07-16 20:16:19","Auto-generated deposit"
146,9,exchange,-587.79,EUR,NULL,"2025-01-30 07:09:09","Auto-generated exchange"
147,9,deposit,868.17,EUR,NULL,"2022-11-18 12:47:22","Auto-generated deposit"
148,9,deposit,1107.06,EUR,NULL,"2022-12-09 07:26:34","Auto-generated deposit"
149,9,withdrawal,-858.50,EUR,NULL,"2021-12-26 21:00:26","Auto-generated withdrawal"
150,9,withdrawal,-308.31,EUR,NULL,"2024-01-04 17:15:31","Auto-generated withdrawal"
151,9,payment,-612.58,EUR,NULL,"2024-03-28 12:18:00","Auto-generated payment"
152,9,exchange,-557.60,EUR,NULL,"2022-05-14 22:03:39","Auto-generated exchange"
153,9,deposit,2619.85,EUR,NULL,"2023-09-23 18:46:52","Auto-generated deposit"
154,9,deposit,2060.88,EUR,NULL,"2025-06-30 08:58:18","Auto-generated deposit"
155,9,payment,-582.65,EUR,NULL,"2024-05-21 07:08:43","Auto-generated payment"
156,9,transfer,-756.62,EUR,707,"2021-12-01 20:30:02","Auto-generated transfer"
157,707,transfer,756.62,EUR,9,"2021-12-01 20:30:07","Auto-generated transfer"
158,10,deposit,3083.05,INR,NULL,"2021-01-05 22:11:24","Auto-generated deposit"
159,10,payment,-776.30,INR,NULL,"2025-05-18 13:51:25","Auto-generated payment"
160,10,withdrawal,-517.20,INR,NULL,"2022-02-03 19:47:13","Auto-generated withdrawal"
161,10,withdrawal,-630.98,INR,NULL,"2025-07-06 20:04:01","Auto-generated withdrawal"
162,10,withdrawal,-969.31,INR,NULL,"2023-07-30 09:34:03","Auto-generated withdrawal"
163,10,payment,-90.72,INR,NULL,"2021-08-07 16:06:39","Auto-generated payment"
164,10,withdrawal,-20.84,INR,NULL,"2022-06-21 16:18:55","Auto-generated withdrawal"
165,10,deposit,1882.07,INR,NULL,"2022-08-11 01:49:38","Auto-generated deposit"
166,10,withdrawal,-956.19,INR,NULL,"2023-06-04 01:03:11","Auto-generated withdrawal"
167,10,payment,-61.09,INR,NULL,"2022-02-01 15:10:50","Auto-generated payment"
168,10,withdrawal,-158.46,INR,NULL,"2022-06-22 03:56:32","Auto-generated withdrawal"
169,10,deposit,1037.71,INR,NULL,"2023-07-11 15:49:42","Auto-generated deposit"
170,10,payment,-900.11,INR,NULL,"2022-11-18 17:57:36","Auto-generated payment"
171,10,transfer,-238.94,INR,1210,"2025-03-13 22:28:07","Auto-generated transfer"
172,1210,transfer,238.94,INR,10,"2025-03-13 22:28:12","Auto-generated transfer"
173,10,withdrawal,-182.10,INR,NULL,"2022-10-27 22:32:17","Auto-generated withdrawal"
174,10,exchange,400.04,INR,NULL,"2023-08-03 00:52:16","Auto-generated exchange"
175,10,transfer,-313.91,INR,1127,"2021-08-11 22:47:19","Auto-generated transfer"
176,1127,transfer,313.91,INR,10,"2021-08-11 22:47:24","Auto-generated transfer"
177,10,withdrawal,-455.33,INR,NULL,"2022-06-06 15:34:49","Auto-generated withdrawal"
178,10,deposit,1419.32,INR,NULL,"2022-05-16 13:11:15","Auto-generated deposit"
179,10,payment,-417.91,INR,NULL,"2022-04-17 18:16:23","Auto-generated payment"
180,11,deposit,3385.67,GBP,NULL,"2020-10-22 06:23:28","Auto-generated deposit"
181,11,payment,-919.78,GBP,NULL,"2022-08-28 01:12:36","Auto-generated payment"
182,11,withdrawal,-658.79,GBP,NULL,"2025-07-24 16:49:43","Auto-generated withdrawal"
183,11,withdrawal,-426.11,GBP,NULL,"2025-07-17 01:22:33","Auto-generated withdrawal"
184,11,deposit,2153.90,GBP,NULL,"2023-03-28 16:21:49","Auto-generated deposit"
185,11,withdrawal,-130.65,GBP,NULL,"2023-05-24 13:33:37","Auto-generated withdrawal"
186,11,payment,-77.38,GBP,NULL,"2021-11-20 01:43:11","Auto-generated payment"
187,11,payment,-501.41,GBP,NULL,"2021-09-13 07:54:49","Auto-generated payment"
188,11,withdrawal,-588.76,GBP,NULL,"2022-11-07 21:52:41","Auto-generated withdrawal"
189,11,payment,-279.56,GBP,NULL,"2023-12-24 06:53:44","Auto-generated payment"
190,11,payment,-588.39,GBP,NULL,"2024-12-19 14:26:23","Auto-generated payment"
191,12,deposit,2365.00,GBP,NULL,"2021-03-29 11:18:44","Auto-generated deposit"
192,12,withdrawal,-564.02,GBP,NULL,"2025-03-11 05:15:24","Auto-generated withdrawal"
193,12,deposit,2775.32,GBP,NULL,"2024-07-15 22:44:47","Auto-generated deposit"
194,12,exchange,-34.36,GBP,NULL,"2023-12-13 22:18:24","Auto-generated exchange"
195,12,payment,-689.59,GBP,NULL,"2023-08-31 23:01:48","Auto-generated payment"
196,12,withdrawal,-751.09,GBP,NULL,"2022-03-27 16:05:28","Auto-generated withdrawal"
197,12,payment,-317.52,GBP,NULL,"2023-07-22 05:13:06","Auto-generated payment"
198,12,withdrawal,-629.97,GBP,NULL,"2023-06-21 09:30:32","Auto-generated withdrawal"
199,12,withdrawal,-380.57,GBP,NULL,"2022-12-28 14:31:17","Auto-generated withdrawal"
200,12,payment,-96.29,GBP,NULL,"2023-12-04 15:34:12","Auto-generated payment"
201,12,payment,-24.76,GBP,NULL,"2024-01-13 22:10:44","Auto-generated payment"
202,12,transfer,-25.11,GBP,848,"2024-12-14 23:01:29","Auto-generated transfer"
203,848,transfer,25.11,GBP,12,"2024-12-14 23:01:34","Auto-generated transfer"
204,13,deposit,1413.10,USD,NULL,"2021-02-06 14:22:49","Auto-generated deposit"
205,13,withdrawal,-479.26,USD,NULL,"2024-04-11 17:44:11","Auto-generated withdrawal"
206,13,deposit,824.92,USD,NULL,"2021-09-30 04:34:01","Auto-generated deposit"
207,13,transfer,-816.71,USD,1751,"2022-10-07 12:15:07","Auto-generated transfer"
208,1751,transfer,816.71,USD,13,"2022-10-07 12:15:12","Auto-generated transfer"
209,13,transfer,-922.26,USD,1457,"2021-10-19 03:47:04","Auto-generated transfer"
210,1457,transfer,922.26,USD,13,"2021-10-19 03:47:09","Auto-generated transfer"
211,13,deposit,1902.33,USD,NULL,"2024-08-31 17:21:41","Auto-generated deposit"
212,13,withdrawal,-863.78,USD,NULL,"2023-08-06 11:15:14","Auto-generated withdrawal"
213,13,transfer,-173.28,USD,885,"2024-08-27 04:47:31","Auto-generated transfer"
214,885,transfer,173.28,USD,13,"2024-08-27 04:47:36","Auto-generated transfer"
215,13,withdrawal,-807.88,USD,NULL,"2023-02-07 18:12:49","Auto-generated withdrawal"
216,13,exchange,742.96,USD,NULL,"2022-03-03 18:22:43","Auto-generated exchange"
217,13,payment,-334.86,USD,NULL,"2024-09-12 13:21:15","Auto-generated payment"
218,13,transfer,-337.85,USD,789,"2022-09-13 17:26:49","Auto-generated transfer"
219,789,transfer,337.85,USD,13,"2022-09-13 17:26:54","Auto-generated transfer"
220,13,payment,-100.09,USD,NULL,"2022-12-26 18:13:19","Auto-generated payment"
221,13,payment,-22.69,USD,NULL,"2022-01-17 17:14:35","Auto-generated payment"
222,13,transfer,-12.51,USD,511,"2024-12-31 08:36:35","Auto-generated transfer"
223,511,transfer,12.51,USD,13,"2024-12-31 08:36:40","Auto-generated transfer"
224,14,deposit,3615.24,EUR,NULL,"2021-07-08 22:44:00","Auto-generated deposit"
225,14,withdrawal,-86.06,EUR,NULL,"2023-03-10 14:42:51","Auto-generated withdrawal"
226,14,withdrawal,-141.09,EUR,NULL,"2024-05-30 03:25:22","Auto-generated withdrawal"
227,14,deposit,1024.79,EUR,NULL,"2025-02-16 19:24:53","Auto-generated deposit"
228,14,payment,-213.68,EUR,NULL,"2022-01-15 04:04:38","Auto-generated payment"
229,14,payment,-697.12,EUR,NULL,"2022-09-22 01:10:13","Auto-generated payment"
230,14,payment,-501.37,EUR,NULL,"2022-10-08 12:49:36","Auto-generated payment"
231,14,withdrawal,-158.44,EUR,NULL,"2022-11-12 00:08:10","Auto-generated withdrawal"
232,14,deposit,2486.35,EUR,NULL,"2022-01-12 19:31:22","Auto-generated deposit"
233,14,deposit,1371.19,EUR,NULL,"2025-06-07 17:54:32","Auto-generated deposit"
234,14,payment,-189.90,EUR,NULL,"2025-05-18 10:43:38","Auto-generated payment"
235,14,transfer,-1051.44,EUR,1739,"2022-07-12 13:31:23","Auto-generated transfer"
236,1739,transfer,1051.44,EUR,14,"2022-07-12 13:31:28","Auto-generated transfer"
237,14,transfer,-1079.30,EUR,779,"2024-11-26 21:27:27","Auto-generated transfer"
238,779,transfer,1079.30,EUR,14,"2024-11-26 21:27:32","Auto-generated transfer"
239,14,withdrawal,-308.49,EUR,NULL,"2024-01-30 16:25:28","Auto-generated withdrawal"
240,14,withdrawal,-940.50,EUR,NULL,"2022-12-14 06:47:35","Auto-generated withdrawal"
241,14,payment,-358.52,EUR,NULL,"2022-09-15 19:46:07","Auto-generated payment"
242,14,deposit,665.82,EUR,NULL,"2022-11-15 15:42:56","Auto-generated deposit"
243,15,deposit,4323.79,EUR,NULL,"2020-11-11 00:32:36","Auto-generated deposit"
244,15,payment,-853.19,EUR,NULL,"2024-06-30 22:40:13","Auto-generated payment"
245,15,deposit,1886.85,EUR,NULL,"2023-03-31 14:24:30","Auto-generated deposit"
246,15,payment,-777.20,EUR,NULL,"2025-05-16 21:35:48","Auto-generated payment"
247,15,withdrawal,-428.67,EUR,NULL,"2023-09-22 19:22:42","Auto-generated withdrawal"
248,15,deposit,727.37,EUR,NULL,"2023-05-31 03:07:02","Auto-generated deposit"
249,15,transfer,-1830.59,EUR,1323,"2025-02-02 01:48:14","Auto-generated transfer"
250,1323,transfer,1830.59,EUR,15,"2025-02-02 01:48:19","Auto-generated transfer"
251,15,transfer,-1826.15,EUR,354,"2023-08-23 17:57:48","Auto-generated transfer"
252,354,transfer,1826.15,EUR,15,"2023-08-23 17:57:53","Auto-generated transfer"
253,15,payment,-317.68,EUR,NULL,"2021-08-07 02:48:47","Auto-generated payment"
254,15,payment,-813.28,EUR,NULL,"2023-06-11 10:04:08","Auto-generated payment"
255,15,withdrawal,-64.19,EUR,NULL,"2023-03-17 06:00:21","Auto-generated withdrawal"
256,15,withdrawal,-21.78,EUR,NULL,"2023-06-01 01:09:26","Auto-generated withdrawal"
257,16,deposit,4007.01,EUR,NULL,"2021-04-01 17:14:32","Auto-generated deposit"
258,16,deposit,2531.28,EUR,NULL,"2025-03-17 20:12:35","Auto-generated deposit"
259,16,payment,-962.39,EUR,NULL,"2023-05-04 15:05:50","Auto-generated payment"
260,16,withdrawal,-607.00,EUR,NULL,"2025-03-01 08:51:38","Auto-generated withdrawal"
261,16,deposit,2960.99,EUR,NULL,"2022-07-13 08:01:11","Auto-generated deposit"
262,16,withdrawal,-807.49,EUR,NULL,"2022-04-03 03:02:30","Auto-generated withdrawal"
263,16,transfer,-511.90,EUR,1867,"2024-01-13 20:01:00","Auto-generated transfer"
264,1867,transfer,511.90,EUR,16,"2024-01-13 20:01:05","Auto-generated transfer"
265,16,withdrawal,-492.01,EUR,NULL,"2024-03-06 13:59:51","Auto-generated withdrawal"
266,16,payment,-567.12,EUR,NULL,"2021-08-27 16:39:09","Auto-generated payment"
267,16,exchange,-761.81,EUR,NULL,"2025-02-15 14:56:35","Auto-generated exchange"
268,16,deposit,2354.44,EUR,NULL,"2022-09-12 10:06:29","Auto-generated deposit"
269,16,withdrawal,-100.88,EUR,NULL,"2022-04-01 12:07:58","Auto-generated withdrawal"
270,16,deposit,1927.34,EUR,NULL,"2021-11-16 00:49:36","Auto-generated deposit"
271,16,deposit,1116.99,EUR,NULL,"2022-12-23 10:22:17","Auto-generated deposit"
272,16,exchange,433.22,EUR,NULL,"2024-06-05 00:21:58","Auto-generated exchange"
273,16,deposit,2689.08,EUR,NULL,"2021-09-18 05:40:53","Auto-generated deposit"
274,16,payment,-507.29,EUR,NULL,"2024-09-10 02:53:32","Auto-generated payment"
275,16,payment,-773.93,EUR,NULL,"2025-07-26 09:23:37","Auto-generated payment"
276,16,transfer,-1453.60,EUR,1727,"2023-09-16 12:19:59","Auto-generated transfer"
277,1727,transfer,1453.60,EUR,16,"2023-09-16 12:20:04","Auto-generated transfer"
278,16,exchange,276.00,EUR,NULL,"2021-10-02 06:25:42","Auto-generated exchange"
279,16,exchange,-892.58,EUR,NULL,"2024-04-18 05:25:08","Auto-generated exchange"
280,17,deposit,1256.53,INR,NULL,"2020-08-31 22:22:42","Auto-generated deposit"
281,17,deposit,1689.36,INR,NULL,"2024-11-26 11:52:54","Auto-generated deposit"
282,17,withdrawal,-253.04,INR,NULL,"2022-06-19 09:24:43","Auto-generated withdrawal"
283,17,payment,-470.52,INR,NULL,"2025-03-22 13:05:32","Auto-generated payment"
284,17,deposit,1384.36,INR,NULL,"2024-05-08 23:13:05","Auto-generated deposit"
285,17,withdrawal,-618.27,INR,NULL,"2023-01-25 18:49:47","Auto-generated withdrawal"
286,17,payment,-733.14,INR,NULL,"2023-01-27 22:54:43","Auto-generated payment"
287,17,transfer,-786.33,INR,281,"2025-06-03 08:34:17","Auto-generated transfer"
288,281,transfer,786.33,INR,17,"2025-06-03 08:34:22","Auto-generated transfer"
289,17,payment,-76.66,INR,NULL,"2022-12-13 04:09:35","Auto-generated payment"
290,17,deposit,925.42,INR,NULL,"2024-07-31 00:45:41","Auto-generated deposit"
291,17,withdrawal,-781.03,INR,NULL,"2022-09-11 06:03:20","Auto-generated withdrawal"
292,17,deposit,565.66,INR,NULL,"2023-10-30 05:17:32","Auto-generated deposit"
293,17,payment,-77.13,INR,NULL,"2025-06-19 13:53:07","Auto-generated payment"
294,17,withdrawal,-832.22,INR,NULL,"2023-04-25 18:22:04","Auto-generated withdrawal"
295,17,payment,-362.97,INR,NULL,"2025-03-18 13:31:04","Auto-generated payment"
296,17,transfer,-483.97,INR,103,"2023-02-04 14:04:28","Auto-generated transfer"
297,103,transfer,483.97,INR,17,"2023-02-04 14:04:33","Auto-generated transfer"
298,18,deposit,3602.17,USD,NULL,"2021-05-04 00:08:56","Auto-generated deposit"
299,18,deposit,748.65,USD,NULL,"2025-05-04 09:29:50","Auto-generated deposit"
300,18,payment,-518.51,USD,NULL,"2024-11-05 06:32:13","Auto-generated payment"
301,18,deposit,1624.44,USD,NULL,"2022-02-04 19:59:57","Auto-generated deposit"
302,18,deposit,1988.78,USD,NULL,"2022-01-20 19:53:24","Auto-generated deposit"
303,18,payment,-789.89,USD,NULL,"2023-02-04 17:37:24","Auto-generated payment"
304,18,transfer,-1692.74,USD,2013,"2022-06-02 14:10:22","Auto-generated transfer"
305,2013,transfer,1692.74,USD,18,"2022-06-02 14:10:27","Auto-generated transfer"
306,18,deposit,1277.71,USD,NULL,"2023-02-26 02:51:58","Auto-generated deposit"
